product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count,file_name,ingest_timestamp
2000000004020,FTFX-APP-000B6,app,ftfx,Navy,XS,Leather,410g,"21,0",2.1,10.8,55,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004037,PRLV-HNK-000B7,hnk,prlv,Gray,One-Size,Ruber,107g,"18,2",15,3.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004044,ZNTH-CE-000B8,ce,znth,Green,One-Size,Ruber,285g,"20,7",9.9,9.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004051,AQPR-HNK-000B9,hnk,aqpr,Gray,One-Size,Plastic,225g,"17,2",16.4,4.6,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004068,DMLX-BPC-000BA,bpc,dmlx,Beige,One-Size,Alumium,514g,"20,3",16,8.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004075,RDMR-BKS-000BB,bks,rdmr,null,One-Size,Polyester,80g,"26,5",5.1,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004082,ECOT-CE-000BC,ce,ecot,Gray,One-Size,Plastic,390g,"17,3",12.7,9.6,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004099,MOSA-APP-000BD,app,mosa,Navy,S,Paper,504g,"16,7",16.5,8.4,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004105,COTC-APP-000BE,app,cotc,Navy,XL,Paper,71g,"21,0",7.8,4.5,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004112,PRSD-SPT-000BF,spt,prsd,White,XS,Paper,143g,"11,0",13.5,4.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004129,VOLT-CE-000BG,ce,volt,Purple,One-Size,Coton,286g,"13,7",5,11,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004136,FRMJ-GRC-000BH,grcy,frmj,Red,One-Size,Leather,67g,"16,6",17.1,7,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004143,PRLV-HNK-000BI,hnk,prlv,Yellow,One-Size,Polyester,646g,"25,8",12.3,10.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004150,PGTR-BKS-000BJ,bks,pgtr,null,One-Size,Leather,209g,"12,6",26.7,4.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004167,SLKE-BPC-000BK,bpc,slke,Silver,One-Size,Glass,321g,"25,4",10.7,5.6,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004174,GMFG-TOY-000BL,toy,gmfg,Beige,One-Size,Glass,434g,"23,4",7.2,6.4,-1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004181,ABLF-APP-000BM,app,ablf,Gray,One-Size,Glass,299g,"13,9",17.8,6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004198,PRLV-HNK-000BN,hnk,prlv,Silver,One-Size,Leather,105g,"25,6",10,10.4,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004204,QLHS-BKS-000BO,bks,qlhs,null,One-Size,Alumium,104g,"30,9",9,10.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004211,BLIN-BKS-000BP,bks,blin,null,One-Size,Plastic,293g,"13,4",11.2,3.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004228,BYTM-CE-000BQ,ce,bytm,Gray,One-Size,Glass,85g,"18,2",11,9.6,94,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004235,HRBC-BPC-000BR,bpc,hrbc,Gray,One-Size,Leather,150g,"5,5",14.7,11.7,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004242,KDLN-TOY-000BS,toy,kdln,Red,One-Size,Leather,191g,"26,2",6.7,9.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004259,CSNV-HNK-000BT,hnk,csnv,Pink,One-Size,Leather,129g,"23,3",13.8,11.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004266,SKYL-CE-000BU,ce,skyl,Black,One-Size,Coton,214g,"8,0",18.8,7.1,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004273,AQPR-HNK-000BV,hnk,aqpr,Navy,One-Size,Leather,171g,"18,7",21.3,9.3,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004280,NOVW-CE-000BW,ce,novw,Green,One-Size,Steel,441g,"20,2",18.8,3.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004297,CBLT-APP-000BX,app,cblt,Green,M,Coton,87g,"23,7",10.7,6.1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004303,SMLN-SPT-000BY,spt,smln,Pink,S,Glass,134g,"20,1",4.3,11.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004310,URTL-APP-000BZ,app,urtl,Green,XL,Leather,235g,"12,2",10,1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004327,ALMS-BPC-000C0,bpc,alms,Navy,One-Size,Paper,396g,"15,1",11.7,11.6,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004334,GLOW-BPC-000C1,bpc,glow,Green,One-Size,Glass,222g,"36,0",17.7,7.7,18,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004341,WRMH-HNK-000C2,hnk,wrmh,Gray,One-Size,Alumium,524g,"14,0",2.2,7.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004358,KDLN-TOY-000C3,toy,kdln,Pink,One-Size,Coton,99g,"25,0",2,11.6,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004365,HMNS-HNK-000C4,hnk,hmns,Beige,One-Size,Glass,187g,"36,7",14.2,4.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004372,ABLF-APP-000C5,app,ablf,Gray,XL,Ruber,255g,"22,4",13.4,6.1,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004389,ALMS-BPC-000C6,bpc,alms,Blue,One-Size,Steel,382g,"22,1",18,3.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004396,MOSA-APP-000C7,app,mosa,Blue,XL,Ruber,141g,"15,0",16.3,8.1,22,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004402,FRMJ-GRC-000C8,grcy,frmj,Purple,One-Size,Plastic,218g,"40,0",6.7,6.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004419,PRLV-HNK-000C9,hnk,prlv,Blue,One-Size,Polyester,385g,"33,1",6.1,12.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004426,ACME-CE-000CA,ce,acme,Purple,One-Size,Leather,158g,"26,0",12.2,10.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004433,STCR-HNK-000CB,hnk,stcr,Black,One-Size,Paper,114g,"20,1",8,8.9,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004440,VOLT-CE-000CC,ce,volt,Gray,One-Size,Alumium,561g,"32,3",9.2,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004457,COTC-APP-000CD,app,cotc,Black,L,Glass,395g,"23,9",10.4,12.9,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004464,VOLT-CE-000CE,ce,volt,Beige,One-Size,Alumium,506g,"20,7",9.4,1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004471,WRMH-HNK-000CF,hnk,wrmh,Purple,One-Size,Leather,323g,"31,9",17.6,9.1,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004488,ZNTH-CE-000CG,ce,znth,Pink,One-Size,Alumium,424g,"15,5",2,12.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004495,FRMJ-GRC-000CH,grcy,frmj,Yellow,One-Size,Ruber,198g,"19,1",3.9,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004501,HMNS-HNK-000CI,hnk,hmns,Yellow,One-Size,Ruber,397g,"25,7",3.3,12,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004518,RKBR-TOY-000CJ,toy,rkbr,Beige,One-Size,Plastic,220g,"24,1",12.3,4.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004525,BYTM-CE-000CK,ce,bytm,Silver,One-Size,Plastic,72g,"22,7",6.8,13.1,29,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004532,DLHV-GRC-000CL,grcy,dlhv,Red,One-Size,Plastic,218g,"19,8",9,7.8,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004549,RKBR-TOY-000CM,toy,rkbr,Beige,One-Size,Leather,118g,"26,9",14,9.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004556,RDMR-BKS-000CN,bks,rdmr,null,One-Size,Ruber,78g,"17,0",14.8,4.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004563,ARFT-SPT-000CO,spt,arft,White,XL,Ruber,252g,"28,2",11,6.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004570,WRMH-HNK-000CP,hnk,wrmh,Blue,One-Size,Steel,265g,"19,6",14.5,10.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004587,PRLV-HNK-000CQ,hnk,prlv,Beige,One-Size,Polyester,194g,"15,9",16.3,8.1,18,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004594,NTHR-APP-000CR,app,nthr,Red,XXL,Leather,82g,"42,7",10,8.6,17,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004600,WRMH-HNK-000CS,hnk,wrmh,Pink,One-Size,Plastic,151g,"23,7",22.5,7.6,16,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004617,COTC-APP-000CT,app,cotc,White,XL,Paper,243g,"15,2",5.7,8.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004624,FRFL-GRC-000CU,grcy,frfl,Navy,One-Size,Ruber,190g,"41,6",10.8,11.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004631,ACME-CE-000CV,ce,acme,White,One-Size,Wood,295g,"11,1",18,6.2,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004648,GLOW-BPC-000CW,bpc,glow,Navy,One-Size,Steel,391g,"34,2",3.4,4.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004655,NTCH-GRC-000CX,grcy,ntch,Navy,One-Size,Leather,121g,"12,6",9.2,8.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004662,DMLX-BPC-000CY,bpc,dmlx,Blue,One-Size,Plastic,102g,"27,7",5.1,7.5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004679,NOVW-CE-000CZ,ce,novw,Navy,One-Size,Paper,129g,"30,2",7.1,3.1,279,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004686,HRBC-BPC-000D0,bpc,hrbc,Green,One-Size,Steel,92g,"16,1",11.3,2.9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004693,CBLT-APP-000D1,app,cblt,Yellow,S,Plastic,525g,"19,4",2,7.5,23,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004709,DMLX-BPC-000D2,bpc,dmlx,Purple,One-Size,Paper,225g,"20,7",3.7,4.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004716,ECOT-CE-000D3,ce,ecot,Yellow,One-Size,Ruber,259g,"6,0",7.7,10,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004723,DLHV-GRC-000D4,grcy,dlhv,Pink,One-Size,Leather,219g,"15,7",26.5,8.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004730,NOVW-CE-000D5,ce,novw,Blue,One-Size,Steel,83g,"23,9",16.2,6.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004747,FRMJ-GRC-000D6,grcy,frmj,Red,One-Size,Steel,400g,"15,8",13.3,8.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004754,GRBK-GRC-000D7,grcy,grbk,Purple,One-Size,Alumium,576g,"22,7",9,10.9,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004761,VOLT-CE-000D8,ce,volt,Pink,One-Size,Glass,300g,"10,4",14.3,8.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004778,NOVW-CE-000D9,ce,novw,Gray,One-Size,Steel,185g,"24,3",13.5,5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004785,COTC-APP-000DA,app,cotc,Black,M,Wood,89g,"15,4",2.5,6.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004792,DMLX-BPC-000DB,bpc,dmlx,Blue,One-Size,Plastic,480g,"22,0",14,15.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004808,PRLV-HNK-000DC,hnk,prlv,Navy,One-Size,Glass,149g,"4,8",8.4,6.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004815,FRFL-GRC-000DD,grcy,frfl,Navy,One-Size,Polyester,433g,"27,6",18.1,14.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004822,HPFN-TOY-000DE,toy,hpfn,Green,One-Size,Ruber,560g,"14,5",17,8.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004839,LFSP-BKS-000DF,bks,lfsp,null,One-Size,Polyester,527g,"26,9",9.5,9.7,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004846,PRLV-HNK-000DG,hnk,prlv,Purple,One-Size,Alumium,306g,"29,8",12.7,7.7,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004853,PHTX-CE-000DH,ce,phtx,Gray,One-Size,Leather,323g,"22,0",15.5,7.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004860,VOLT-CE-000DI,ce,volt,Beige,One-Size,Ruber,312g,"12,8",17.3,15,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004877,CBLT-APP-000DJ,app,cblt,Silver,XXL,Paper,135g,"27,1",14.3,4.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004884,STAC-BKS-000DK,bks,stac,null,One-Size,Glass,250g,"13,6",6.3,11.3,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004891,ACME-CE-000DL,ce,acme,Pink,One-Size,Ruber,619g,"37,7",10.2,3.7,49,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004907,COTC-APP-000DM,app,cotc,Blue,One-Size,Ruber,334g,"18,7",7.4,8.3,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004914,STCR-HNK-000DN,hnk,stcr,Silver,One-Size,Paper,402g,"4,6",5.3,6.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004921,AQPR-HNK-000DO,hnk,aqpr,Yellow,One-Size,Coton,144g,"23,3",17.8,7.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004938,AQPR-HNK-000DP,hnk,aqpr,Green,One-Size,Leather,171g,"17,0",4.6,11.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004945,PHTX-CE-000DQ,ce,phtx,Navy,One-Size,Plastic,154g,"27,9",12.6,6.6,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004952,QLHS-BKS-000DR,bks,qlhs,null,One-Size,Plastic,74g,"19,5",13,10.9,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004969,AQPR-HNK-000DS,hnk,aqpr,White,One-Size,Coton,253g,"14,0",13.8,7.4,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004976,BTNQ-BPC-000DT,bpc,btnq,White,One-Size,Ruber,103g,"13,3",12.1,4.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004983,PHTX-CE-000DU,ce,phtx,Black,One-Size,Plastic,420g,"18,7",13.5,6.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004990,HRBC-BPC-000DV,bpc,hrbc,Navy,One-Size,Wood,231g,"16,4",6.8,9.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005003,ABLF-APP-000DW,app,ablf,Green,L,Polyester,399g,"31,6",10.4,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005010,NTHR-APP-000DX,app,nthr,Blue,XS,Steel,453g,"19,2",13.5,6.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005027,ZNTH-CE-000DY,ce,znth,Beige,One-Size,Alumium,571g,"10,1",15,11.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005034,FTFX-APP-000DZ,app,ftfx,Yellow,XXL,Ruber,565g,"17,2",12.7,3.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005041,DLHV-GRC-000E0,grcy,dlhv,Silver,One-Size,Leather,237g,"12,6",11.4,7.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005058,DMLX-BPC-000E1,bpc,dmlx,Silver,One-Size,Polyester,242g,"17,3",9,2.1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005065,ALMS-BPC-000E2,bpc,alms,Black,One-Size,Alumium,48g,"13,4",9.9,7.2,33,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005072,CKMT-HNK-000E3,hnk,ckmt,Purple,One-Size,Coton,204g,"9,3",18.3,9,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005089,DLHV-GRC-000E4,grcy,dlhv,Beige,One-Size,Coton,244g,"7,3",8.7,5.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005096,BYTM-CE-000E5,ce,bytm,Pink,One-Size,Alumium,410g,"14,4",13.8,8.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005102,STAC-BKS-000E6,bks,stac,null,One-Size,Plastic,687g,"23,9",10.9,4.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005119,AQPR-HNK-000E7,hnk,aqpr,Purple,One-Size,Glass,210g,"11,9",2,6.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005126,COTC-APP-000E8,app,cotc,Navy,XL,Alumium,459g,"26,3",7.5,5.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005133,PRLV-HNK-000E9,hnk,prlv,Black,One-Size,Ruber,543g,"10,6",15.1,3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005140,VOLT-CE-000EA,ce,volt,Pink,One-Size,Leather,174g,"24,2",8.7,8.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005157,VOLT-CE-000EB,ce,volt,Pink,One-Size,Glass,200g,"26,0",2,10.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005164,CSNV-HNK-000EC,hnk,csnv,Gray,One-Size,Plastic,389g,"11,8",13.9,11,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005171,TNGR-TOY-000ED,toy,tngr,Yellow,One-Size,Alumium,100g,"34,3",9.9,9.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005188,ZNTH-CE-000EE,ce,znth,Yellow,One-Size,Coton,149g,"33,5",12.7,1,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005195,CSNV-HNK-000EF,hnk,csnv,Pink,One-Size,Ruber,347g,"20,1",9.8,8.6,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005201,COTC-APP-000EG,app,cotc,Red,S,Glass,398g,"15,9",6.9,8.8,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005218,NTCH-GRC-000EH,grcy,ntch,Blue,One-Size,Polyester,113g,"19,9",7.1,10,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005225,CKMT-HNK-000EI,hnk,ckmt,Red,One-Size,Wood,685g,"19,8",15.5,12.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005232,FRFL-GRC-000EJ,grcy,frfl,Silver,One-Size,Paper,93g,"21,8",6.2,5.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005249,QLHS-BKS-000EK,bks,qlhs,null,One-Size,Alumium,203g,"13,0",13.3,7.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005256,CKMT-HNK-000EL,hnk,ckmt,Silver,One-Size,Alumium,345g,"12,0",9.8,10,22,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005263,LFSP-BKS-000EM,bks,lfsp,null,One-Size,Leather,479g,"10,2",23,10.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005270,CSNV-HNK-000EN,hnk,csnv,Silver,One-Size,Ruber,677g,"15,3",14.2,3.3,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005287,VOLT-CE-000EO,ce,volt,Yellow,One-Size,Ruber,196g,"7,2",12.2,7.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005294,GRBK-GRC-000EP,grcy,grbk,Red,One-Size,Glass,192g,"14,0",13.7,6.4,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005300,ABLF-APP-000EQ,app,ablf,White,One-Size,Leather,184g,"7,3",2.6,8.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005317,DMLX-BPC-000ER,bpc,dmlx,Blue,One-Size,Wood,266g,"27,5",15.9,8.1,35,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005324,SWCR-SPT-000ES,spt,swcr,Gray,XS,Plastic,101g,"21,7",8.4,2.7,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005331,FTFX-APP-000ET,app,ftfx,Gray,S,Glass,114g,"28,0",17.6,4.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000005348,AQPR-HNK-000EU,hnk,aqpr,Silver,One-Size,Leather,236g,"16,9",15.4,11.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
